id_sucursal,sucursal,store_name,producto,precio,contenido,busqueda
4413,La Comer Olivar,La Comer,Papas tradicional corte grueso,108.0,Bolsa 1 kg,papa
4413,La Comer Olivar,La Comer,Papas congeladas corte ondulado,113.5,Bolsa 1 kg,papa
4413,La Comer Olivar,La Comer,Papas congeladas Caripapas,65.0,Bolsa 400 g,papa
4413,La Comer Olivar,La Comer,Papas a la francesa corte delgado,75.0,Bolsa 800 g,papa
4413,La Comer Olivar,La Comer,Papas corte delgado,49.5,Doypack 400 g,papa
4413,La Comer Olivar,La Comer,Papa cocida en cubos,20.5,430 g,papa
4413,La Comer Olivar,La Comer,Mezcla papa y zanahoria cubos,23.9,Lata 400 g,papa
4413,La Comer Olivar,La Comer,Gnocchi de papa,73.0,500 g,papa
4413,La Comer Olivar,La Comer,Ñoquis Gallo bolitas de patata 400 g,47.9,,papa
4413,La Comer Olivar,La Comer,Pure de papa instantaneo,24.4,125 grs,papa
4413,La Comer Olivar,La Comer,Sopa cremosa de patatas,95.0,200 g,papa
4413,La Comer Olivar,La Comer,Caprice barquillos de vainilla,129.9,250 g,papa
4413,La Comer Olivar,La Comer,Caprice galletas de choco avellana,189.0,Pouch 400 g,papa
4413,La Comer Olivar,La Comer,Caprice galleta con avellana y cocoa,115.4,250 g,papa
4413,La Comer Olivar,La Comer,Caprice galletas avellana y crema de cacao,79.0,115 g,papa
4413,La Comer Olivar,La Comer,Caprice galletas de chocolate amargo,115.5,250 g,papa
4413,La Comer Olivar,La Comer,Caprice galleta de chocolate amargo,79.0,115 g,papa
4413,La Comer Olivar,La Comer,Galletas wafer vainilla,79.0,115 g,papa
4413,La Comer Olivar,La Comer,Granola con frutas,51.9,Bolsa 400 g,papa
4413,La Comer Olivar,La Comer,Granola con frutas,95.0,Sobre 800 g,papa
4413,La Comer Olivar,La Comer,Yoghurt bebible ciruela pasa y fibra papaya,88.5,Pack 6 x 225 g,papa
4413,La Comer Olivar,La Comer,"Yoghurt bebible fibra, cereales y papaya",17.0,Botella 225 g,papa
4413,La Comer Olivar,La Comer,Comidita pollito con papas etapa 4 junior,33.7,Frasco 250 g,papa
4413,La Comer Olivar,La Comer,"Papilla de chayote , chicharos , brocoli y papa",13.5,bolsa 113g,papa
4413,La Comer Olivar,La Comer,"Papilla de pollo, papa y arroz +6M",15.0,113 g,papa
4413,La Comer Olivar,La Comer,Salsa picante red hot original,57.9,Botella 354 ml,papa
4413,La Comer Olivar,La Comer,Salsa tipo inglesa,57.5,Botella 295 ml,papa
4413,La Comer Olivar,La Comer,Salsa habanero papaya,26.5,150 ml,papa
4413,La Comer Olivar,La Comer,Topping para papas,45.0,32 g,papa
4413,La Comer Olivar,La Comer,Aromatizante decosphere papaya & mango,97.0,75 ml,papa
4413,La Comer Olivar,La Comer,Tortilla de papa con jalapeños,117.22,500 g,papa
4413,La Comer Olivar,La Comer,El Papantla vainilla saborizante artificial,13.0,120 ml,papa
4413,La Comer Olivar,La Comer,Vainilla,18.2,250 ml,papa
4413,La Comer Olivar,La Comer,Harina multipropósito sin gluten,172.0,Bolsa 623 g,papa
4413,La Comer Olivar,La Comer,Aceite vegetal comestible +30,45.5,850 ml,papa
4413,La Comer Olivar,La Comer,Papa Rostizada,90.0,1 kg.,papa
4413,La Comer Olivar,La Comer,Ron spiced,180.0,Botella 700 ml,papa
4413,La Comer Olivar,La Comer,Gomitas lunch bag,49.0,"Bolsa, 77 grs",papa
4413,La Comer Olivar,La Comer,Vodka spicy tamarindo,237.0,Botella 750 ml,papa
4413,La Comer Olivar,La Comer,Pelapapas doble filo negro,204.0,1 pieza,papa
4413,La Comer Olivar,La Comer,Pelapapas de doble filo negro,204.0,1 pieza,papa
4413,La Comer Olivar,La Comer,Señor Cara de Papa tots,78.0,1 pieza,papa
4413,La Comer Olivar,La Comer,Mr. Potato Head crea tu familia F1077,599.0,1 pieza,papa
4413,La Comer Olivar,La Comer,Sra. Cara de papa,239.0,1 pieza,papa
4413,La Comer Olivar,La Comer,El mago quitamanchas 8,55.0,50 ml,papa
4413,La Comer Olivar,La Comer,Aromatizante para auto organique wood papaya,58.0,7 ml,papa
4413,La Comer Olivar,La Comer,Labial líquido mate papaya,119.0,1 pieza,papa
4413,La Comer Olivar,La Comer,Labial líquido velvet apapacho,119.0,1 pieza,papa
4413,La Comer Olivar,La Comer,Mascarilla modeladora de papada,56.1,1 pieza,papa
4413,La Comer Olivar,La Comer,Vela Votiva aroma mango salsa,84.0,1 pieza,papa
4413,La Comer Olivar,La Comer,Figura decorativa Papá Noel,193.03,1 pieza,papa
4413,La Comer Olivar,La Comer,Vino blanco clásico Chardonnay,225.0,Botella 750 ml,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papa blanca,39.9,"Precio por kg, unidad: 230 g aprox",papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papa cambray,49.9,"Precio por kg, unidad: 50 g aprox",papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papa cambray roja,36.0,"Precio por kg, unidad: 50 g aprox",papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papaya maradol,31.1,"Precio por kg, unidad: 2.2 kg aprox",papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas onduladas sabor queso,57.0,Bolsa 185 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas fritas adobadas,57.0,Bolsa 160 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Nachos sabor queso,57.0,Bolsa 223 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas receta crujiente flamin hot,57.0,Bolsa 160 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas onduladas sabor original con sal,57.0,Bolsa 185 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas saladas sabor original,57.0,Bolsa 160 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas onduladas sabor queso,80.65,290 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas fritas con sal original,31.0,Bolsa 105 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas fritas sabor jalapeño,47.7,Bolsa 150 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas receta crujiente sabor jalapeño,57.0,Bolsa 160 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas onduladas sabor queso,92.5,Bolsa 400 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas saladas sabor original,72.2,Bolsa 240 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas saladas sabor original,18.3,Bolsa 57 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Ruffles sabor queso,18.3,Bolsa 61 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor queso,54.0,Lata 124 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas adobadas super max,18.3,Bolsa 67 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor original,24.9,Tubo 37 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor crema y cebolla,24.9,Tubo 40 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Prispas papas,26.0,130 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor queso cheddar,24.9,Tubo 40 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor crema cebolla,34.0,71 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sal de mar y vinagre,79.0,142 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas backyard barbeque tamaño fiesta,79.0,241 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas fritas chile y limón,47.7,Bolsa 150 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas toreadas sabor habanero,49.5,Bolsa 170 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor original,54.0,Tubo 124 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor jalapeño,38.5,Bolsa 100 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas honey dijon,59.0,Bolsa 141 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sal de mar y vinagre,79.0,Bolsa 240 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Botana de vegetales veggi veggi chips,69.5,142 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas original,34.0,67 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas fritas con pimienta y sal,69.0,Bolsa 141 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas Kettle Sabor Ligera Salado 56 Gramos,39.0,,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas Onduladas con sal,41.5,170 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Botana Veggie chips de vegetales,57.0,42.5 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor queso,34.0,Lata 71 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sal de mar,79.0,Bolsa 240 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor fuego limón,20.0,55 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sal y pimienta,39.0,Bolsa 56 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas fuego limón,38.5,Bolsa 100 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas con aceite de oliva bolsa,56.9,142 grs,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sal de mar,20.0,60 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas con aceite de aguacate bolsa,56.9,142 grs,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas fritas con chile jalapeño,79.0,Bolsa 241 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas Onduladas Sabor Queso,41.5,170 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas Fritas en Tiras Pik Nik Original Bote,99.0,,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas amaranto chipotle,69.0,Bolsa 100 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas con aceite de coco bolsa,56.9,142 grs,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Bugles papas sabor original,105.0,243 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papa frita receta crujiente flamin' hot,10.0,Bolsa 41 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas de queso cheddar con tocino,49.9,114 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas queso cheddar y tocino,89.9,Bolsa 191 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas con piel sabor tocino ranch,89.9,191 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas sabor crema y especias,57.0,Bolsa 160 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas adobadas,31.0,Bolsa 105 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas onduladas sabor original,31.5,Bolsa 120 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Tortitas de papa horneables,60.0,Bolsa 488 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas en gajo sazonadas con paprika,81.6,Bolsa 750 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas tradicional corte grueso,101.0,Bolsa 1 kg,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas congeladas corte ondulado,116.0,Bolsa 1 kg,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas congeladas,64.9,1 kg,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas a la francesa corte delgado,82.5,Bolsa 800 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas corte delgado,49.5,Doypack 400 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas congeladas corte ondulado,48.9,500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas congeladas corte ondulado,82.0,1 kg,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas congeladas corte recto,82.0,1 kg,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas congeladas corte recto,45.0,500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papas corte recto selecto,44.0,500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Papa cocida en cubos,17.0,430 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Hamburguesa de papa,79.0,"Precio por kg, unidad: 200 g aprox",papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Gnocchi de papa,65.5,500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Combinado primavera,47.0,Bolsa 500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Tortilla española de papa,125.0,500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Tortilla de papa con jalapeños,125.0,500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Puré de papa cremoso golden selects,39.0,116.4 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Puré de papa natural,21.0,Bolsa 160 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Puré de papa con 4 quesos,39.0,113.4 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Puré de papa butter & herb con especies,39.0,113.4 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Puré de papa crema y cebollín,39.0,113.4 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Puré de papa,23.5,125 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Baby reds puré de papas saborizado,39.0,116.4 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Puré de papa Smokey cheese & bacon,39.0,Doypack 113 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Caprice barquillos de vainilla,107.0,250 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Caprice galletas de choco avellana,189.0,Pouch 400 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Caprice galleta con avellana y cocoa,107.0,250 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Caprice galletas avellana y crema de cacao,69.0,115 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Caprice galletas de chocolate amargo,107.0,250 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Caprice galleta de chocolate amargo,69.0,115 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Granola con frutas,45.0,Bolsa 400 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Aromatizante decosphere papaya & mango,108.0,75 ml,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Aceite vegetal comestible +30,46.0,850 ml,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Tortilla española,191.0,Al vacío 500 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Levadura nutricional,269.0,127 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Pimienta blanca entera gourmet,121.0,65 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Harina Multiusos sin gluten,77.0,450 g,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Gajos papa congelada,219.0,Bolsa 2 kg,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Ron spiced,149.0,Botella 700 ml,papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Gomitas lunch bag,49.0,"Bolsa, 77 grs",papa
46322,Chedraui Selecto Parque Duraznos,Chedraui,Vodka spicy tamarindo,199.0,Botella 750 ml,papa
10362,Tacubaya,Soriana,Papa blanca,41.9,"Precio por kg, unidad: 230 g aprox",papa
10362,Tacubaya,Soriana,Papa cambray,41.9,"Precio por kg, unidad: 50 g aprox",papa
10362,Tacubaya,Soriana,Papas onduladas sabor queso,57.9,Bolsa 185 g,papa
10362,Tacubaya,Soriana,Papas fritas adobadas,49.5,Bolsa 160 g,papa
10362,Tacubaya,Soriana,Nachos sabor queso,56.0,Bolsa 223 g,papa
10362,Tacubaya,Soriana,Papas originales sabor sal,95.0,Bolsa 340 g,papa
10362,Tacubaya,Soriana,Papas receta crujiente flamin hot,49.5,Bolsa 160 g,papa
10362,Tacubaya,Soriana,Papas onduladas sabor original con sal,59.5,Bolsa 185 g,papa
10362,Tacubaya,Soriana,Papas onduladas sabor queso,86.5,290 g,papa
10362,Tacubaya,Soriana,Papas fritas con sal original,35.9,Bolsa 105 g,papa
10362,Tacubaya,Soriana,Papas fritas sabor jalapeño,52.5,Bolsa 150 g,papa
10362,Tacubaya,Soriana,Papas receta crujiente sabor jalapeño,49.5,Bolsa 160 g,papa
10362,Tacubaya,Soriana,Papas onduladas sabor queso,95.0,Bolsa 400 g,papa
10362,Tacubaya,Soriana,Papas adobadas,35.9,Bolsa 105 g,papa
10362,Tacubaya,Soriana,Papas fuego sabor chile y limón,52.5,Bolsa 150 g,papa
10362,Tacubaya,Soriana,Papas crema cebolla,54.5,Tubo 124 g,papa
10362,Tacubaya,Soriana,Papas saladas sabor original,19.5,Bolsa 57 g,papa
10362,Tacubaya,Soriana,Ruffles sabor queso,19.5,Bolsa 61 g,papa
10362,Tacubaya,Soriana,Papas onduladas sabor queso,35.9,Bolsa 120 g,papa
10362,Tacubaya,Soriana,Papas sabor queso,54.5,Lata 124 g,papa
10362,Tacubaya,Soriana,Papas onduladas sabor original,35.9,Bolsa 120 g,papa
10362,Tacubaya,Soriana,Papas adobadas super max,20.0,Bolsa 67 g,papa
10362,Tacubaya,Soriana,Papas sabor original,24.9,Tubo 37 g,papa
10362,Tacubaya,Soriana,Papas sabor crema y cebolla,24.9,Tubo 40 g,papa
10362,Tacubaya,Soriana,Papas sabor queso cheddar,24.9,Tubo 40 g,papa
10362,Tacubaya,Soriana,Papas caseras con sal de mar,43.0,170 g,papa
10362,Tacubaya,Soriana,Papas toreadas sabor habanero,45.5,Bolsa 170 g,papa
10362,Tacubaya,Soriana,Papas sabor original,54.5,Tubo 124 g,papa
10362,Tacubaya,Soriana,Papas clásicas receta crujiente,49.5,Bolsa 170 g,papa
10362,Tacubaya,Soriana,Papas sabor jalapeño,40.9,Bolsa 100 g,papa
10362,Tacubaya,Soriana,Papas estilo clásicas sal,43.0,170 g,papa
10362,Tacubaya,Soriana,Papas receta crujiente chiles rojos,49.5,Bolsa 160 g,papa
10362,Tacubaya,Soriana,Papas Adobadas Sabor Chile,43.0,170 g,papa
10362,Tacubaya,Soriana,Botana de vegetales veggi veggi chips,70.5,142 g,papa
10362,Tacubaya,Soriana,Papas Onduladas con sal,43.0,170 g,papa
10362,Tacubaya,Soriana,Papas fuego limón,40.9,Bolsa 100 g,papa
10362,Tacubaya,Soriana,Papas original mega stack,66.0,194 g,papa
10362,Tacubaya,Soriana,Papas sabor queso cheddar,59.9,Tubo 155.9 g,papa
10362,Tacubaya,Soriana,Sabritas sabor crema y cebolla,59.9,Tubo 155 g,papa
10362,Tacubaya,Soriana,Papas Onduladas Sabor Queso,43.0,170 g,papa
10362,Tacubaya,Soriana,Papas Caseras Sabor Jalapeño,43.0,170 g,papa
10362,Tacubaya,Soriana,Papas sabor Original,20.0,40 g,papa
10362,Tacubaya,Soriana,Papas light sabor original,159.4,184.2 g,papa
10362,Tacubaya,Soriana,Papas fritas Pap's salsa negra,43.0,170 g,papa
10362,Tacubaya,Soriana,Papaya maradol,27.9,"Precio por kg, unidad: 2.2 kg aprox",papa
10362,Tacubaya,Soriana,Tortitas de papa horneables,56.5,Bolsa 488 g,papa
10362,Tacubaya,Soriana,Papa lisa congelada,38.9,567 g,papa
10362,Tacubaya,Soriana,Papa canica,74.0,Bolsa 500 g,papa
10362,Tacubaya,Soriana,Papa cocida en cubos,21.9,430 g,papa
10362,Tacubaya,Soriana,Mezcla papa y zanahoria cubos,24.0,Lata 400 g,papa
10362,Tacubaya,Soriana,Gnocchi de papa,85.9,500 g,papa
10362,Tacubaya,Soriana,Combinado primavera,47.5,Bolsa 500 g,papa
10362,Tacubaya,Soriana,Vegetales Mezcla Zanahoria y Papa,45.3,500 g,papa
10362,Tacubaya,Soriana,Tortita de papa,78.9,"A granel, precio por kg",papa
10362,Tacubaya,Soriana,Papa gajo,122.0,"Granel, precio por kg",papa
10362,Tacubaya,Soriana,Granola con frutas,50.1,Bolsa 400 g,papa
10362,Tacubaya,Soriana,Granola con frutas,94.8,Sobre 800 g,papa
10362,Tacubaya,Soriana,Yoghurt bebible ciruela pasa y fibra papaya,84.9,Pack 6 x 225 g,papa
10362,Tacubaya,Soriana,Comidita pollito con papas etapa 4 junior,34.9,Frasco 250 g,papa
10362,Tacubaya,Soriana,"Papilla de pollo, papa y arroz +6M",16.2,113 g,papa
10362,Tacubaya,Soriana,Salsa picante red hot original,59.5,Botella 354 ml,papa
10362,Tacubaya,Soriana,Salsa tipo inglesa,61.5,Botella 295 ml,papa
10362,Tacubaya,Soriana,Aromatizante decosphere papaya & mango,109.0,75 ml,papa
10362,Tacubaya,Soriana,Ron spiced,199.0,Botella 700 ml,papa
10362,Tacubaya,Soriana,Papalo,14.9,1 pza,papa
10362,Tacubaya,Soriana,Vodka spicy tamarindo,265.0,Botella 750 ml,papa
10362,Tacubaya,Soriana,Mouse Pad de hamburguesa,49.0,,papa
10362,Tacubaya,Soriana,Figura Sr. Cara de papa,230.0,1 pieza,papa
4412,La Comer Lomas Anahuac,La Comer,Papa blanca,41.9,"Precio por kg, unidad: 249 g aprox",papa
4412,La Comer Lomas Anahuac,La Comer,Papa cambray,49.9,"Precio por kg, unidad: 50 g aprox",papa
4412,La Comer Lomas Anahuac,La Comer,Papa amarilla chica,49.9,"Precio por kg, unidad: 50 g aprox",papa
4412,La Comer Lomas Anahuac,La Comer,Papas onduladas sabor queso,52.8,Bolsa 185 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas fritas adobadas,57.0,Bolsa 160 g,papa
4412,La Comer Lomas Anahuac,La Comer,Nachos sabor queso,57.0,Bolsa 223 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sal de mar,75.5,Bolsa 240 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas originales sabor sal,95.0,Bolsa 340 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas receta crujiente flamin hot,57.0,Bolsa 160 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas onduladas sabor original con sal,52.8,Bolsa 185 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor jalapeño,75.5,Bolsa 240 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor limón,57.0,Bolsa 160 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas kettle con sal del Himalaya,188.0,907 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas onduladas sabor queso,84.0,290 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor fuego con limón,75.5,Bolsa 240 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor crema y especias,57.0,Bolsa 160 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas fritas con sal original,34.8,Bolsa 105 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas fritas sabor jalapeño,50.5,Bolsa 150 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas receta crujiente sabor jalapeño,57.0,Bolsa 160 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas onduladas sabor queso,95.0,Bolsa 400 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas adobadas,35.0,Bolsa 105 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas saladas sabor original,84.0,Bolsa 240 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas fritas sabor original,244.0,Bolsa 850 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas crema cebolla,54.5,Tubo 124 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas saladas sabor original,19.9,Bolsa 57 g,papa
4412,La Comer Lomas Anahuac,La Comer,Ruffles sabor queso,18.0,Bolsa 61 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas onduladas sabor queso,34.8,Bolsa 120 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor queso,54.5,Lata 124 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas onduladas sabor original,35.0,Bolsa 120 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas adobadas super max,20.0,Bolsa 67 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor original,24.9,Tubo 37 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor crema y cebolla,24.9,Tubo 40 g,papa
4412,La Comer Lomas Anahuac,La Comer,Prispas papas,21.9,130 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sal de mar,37.5,100 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor queso cheddar,24.9,Tubo 40 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas caseras con sal de mar,41.5,170 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas fritas chile y limón,50.5,Bolsa 150 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas toreadas sabor habanero,49.5,Bolsa 170 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor original,54.5,Tubo 124 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor jalapeño,37.5,Bolsa 100 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas estilo clásicas sal,41.5,170 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas receta crujiente chiles rojos,57.0,Bolsa 160 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas Adobadas Sabor Chile,41.5,170 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor natural,44.1,100 g,papa
4412,La Comer Lomas Anahuac,La Comer,Botana de vegetales veggi veggi chips,69.4,142 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas fritas Pap's salsa negra,41.5,170 g,papa
4412,La Comer Lomas Anahuac,La Comer,"Chips de papa con amaranto, jalapeño y sal del Himalaya",82.5,100 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas original,56.0,Bote 163 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas Onduladas con sal,41.5,170 g,papa
4412,La Comer Lomas Anahuac,La Comer,Botana Veggie chips de vegetales,57.0,42.5 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas con amaranto chipotle y sal del Himalaya,82.5,100 gr,papa
4412,La Comer Lomas Anahuac,La Comer,Papas fuego limón,37.5,Bolsa 100 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor chile,44.1,Caja 100 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas con aceite de oliva bolsa,59.0,142 grs,papa
4412,La Comer Lomas Anahuac,La Comer,Papas original mega stack,62.0,194 g,papa
4412,La Comer Lomas Anahuac,La Comer,Botana variety,450.0,Caja 30 x 28 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas con aceite de aguacate bolsa,59.0,142 grs,papa
4412,La Comer Lomas Anahuac,La Comer,Botanas papas fritas barbecue bolsa,96.0,142 grs,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor queso cheddar,62.0,203 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas sabor queso cheddar,56.0,Tubo 155.9 g,papa
4412,La Comer Lomas Anahuac,La Comer,Sabritas sabor crema y cebolla,56.0,Tubo 155 g,papa
4412,La Comer Lomas Anahuac,La Comer,Papas Onduladas Sabor Queso,41.5,170 g,papa
